DES,ACC,NSE,STK,1436.95
DES,ADANIENT,NSE,STK,66.0
DES,ADANIPORT,NSE,STK,301.8
DES,ADANIPOWE,NSE,STK,15.45
DES,AJANTPHAR,NSE,STK,911.6
DES,ALBK,NSE,STK,33.85
DES,AMARAJABA,NSE,STK,680.85
DES,AMBUJACEM,NSE,STK,190.45
DES,APOLLOHOS,NSE,STK,927.1
DES,APOLLOTYR,NSE,STK,196.25
DES,ARVIND,NSE,STK,102.7
DES,ASHOKLEY,NSE,STK,91.1
DES,ASIANPAIN,NSE,STK,1101.6
DES,AUROPHARM,NSE,STK,533.35
DES,AXISBANK,NSE,STK,449.95
DES,BAJAJ-AUT,NSE,STK,2475.15
DES,BAJAJFINS,NSE,STK,4036.05
DES,BAJFINANC,NSE,STK,1336.65
DES,BALKRISIN,NSE,STK,735.55
DES,BANKBAROD,NSE,STK,93.25
DES,BANKINDIA,NSE,STK,74.55
DES,BANKNIFTY,NSE,IND,23211.25
DES,BATAINDIA,NSE,STK,521.45
DES,BEL,NSE,STK,75.9
DES,BEML,NSE,STK,528.65
DES,BERGEPAIN,NSE,STK,236.35
DES,BHARATFIN,NSE,STK,677.6
DES,BHARATFOR,NSE,STK,529.55
DES,BHARTIART,NSE,STK,285.35
DES,BHEL,NSE,STK,65.0
DES,BIOCON,NSE,STK,322.05
DES,BPCL,NSE,STK,257.2
DES,CADILAHC,NSE,STK,337.4
DES,CANBK,NSE,STK,208.1
DES,CANFINHOM,NSE,STK,222.25
DES,CAPF,NSE,STK,450.45
DES,CASTROLIN,NSE,STK,136.8
DES,CEATLTD,NSE,STK,1016.0
DES,CENTURYTE,NSE,STK,735.3
DES,CESC,NSE,STK,636.65
DES,CGPOWER,NSE,STK,33.7
DES,CHENNPETR,NSE,STK,225.95
DES,CHOLAFIN,NSE,STK,1029.4
DES,CIPLA,NSE,STK,515.3
DES,COALINDIA,NSE,STK,235.9
DES,COLPAL,NSE,STK,1020.75
DES,CONCOR,NSE,STK,550.15
DES,CUMMINSIN,NSE,STK,624.4
DES,DABUR,NSE,STK,282.1
DES,DCBBANK,NSE,STK,143.1
DES,DHFL,NSE,STK,183.85
DES,DISHTV,NSE,STK,36.95
DES,DIVISLAB,NSE,STK,622.15
DES,DLF,NSE,STK,144.35
DES,DRREDDY,NSE,STK,1893.05
DES,EICHERMOT,NSE,STK,21026.15
DES,ENGINERSI,NSE,STK,102.1
DES,EQUITAS,NSE,STK,96.6
DES,ESCORTS,NSE,STK,556.3
DES,EXIDEIND,NSE,STK,195.55
DES,FEDERALBN,NSE,STK,68.05
DES,GAIL,NSE,STK,265.625
DES,GLENMARK,NSE,STK,500.6
DES,GMRINFRA,NSE,STK,15.25
DES,GODFRYPHL,NSE,STK,672.2
DES,GODREJCP,NSE,STK,590.8
DES,GODREJIND,NSE,STK,447.3
DES,GRASIM,NSE,STK,759.05
DES,GSFC,NSE,STK,88.5
DES,HAVELLS,NSE,STK,449.55
DES,HCLTECH,NSE,STK,830.0
DES,HDFC,NSE,STK,1599.35
DES,HDFCBANK,NSE,STK,1635.55
DES,HEROMOTOC,NSE,STK,2695.1
DES,HEXAWARE,NSE,STK,237.55
DES,HINDALCO,NSE,STK,187.75
DES,HINDPETRO,NSE,STK,165.1
DES,HINDUNILV,NSE,STK,1079.6
DES,HINDZINC,NSE,STK,231.95
DES,IBULHSGFI,NSE,STK,653.8
DES,ICICIBANK,NSE,STK,257.85
DES,ICICIPRUL,NSE,STK,316.5
DES,IDBI,NSE,STK,48.1
DES,IDEA,NSE,STK,33.55
DES,IDFC,NSE,STK,35.3
DES,IDFCBANK,NSE,STK,33.35
DES,IFCI,NSE,STK,11.9
DES,IGL,NSE,STK,220.95
DES,INDIACEM,NSE,STK,81.65
DES,INDIANB,NSE,STK,213.85
DES,INDIGO,NSE,STK,724.45
DES,INDUSINDB,NSE,STK,1364.3
DES,INFIBEAM,NSE,STK,28.95
DES,INFRATEL,NSE,STK,251.7
DES,INFY,NSE,STK,436.7
DES,IOC,NSE,STK,118.05
DES,IRB,NSE,STK,119.65
DES,ITC,NSE,STK,251.6
DES,JETAIRWAY,NSE,STK,171.35
DES,JINDALSTE,NSE,STK,116.95
DES,JISLJALEQ,NSE,STK,61.05
DES,JPASSOCIA,NSE,STK,5.85
DES,JSWSTEEL,NSE,STK,190.5
DES,JUBLFOOD,NSE,STK,456.625
DES,JUSTDIAL,NSE,STK,339.2
DES,KAJARIACE,NSE,STK,325.45
DES,KOTAKBANK,NSE,STK,948.35
DES,KPIT,NSE,STK,107.85
DES,KSCL,NSE,STK,456.05
DES,KTKBANK,NSE,STK,94.05
DES,LICHSGFIN,NSE,STK,398.7
DES,LT,NSE,STK,1117.6
DES,LUPIN,NSE,STK,734.5
DES,MANAPPURA,NSE,STK,68.25
DES,MARICO,NSE,STK,290.05
DES,MARUTI,NSE,STK,6616.4
DES,MCDOWELL-,NSE,STK,462.2
DES,MCX,NSE,STK,667.35
DES,MFSL,NSE,STK,359.35
DES,MGL,NSE,STK,779.55
DES,MINDTREE,NSE,STK,442.5
DES,MOTHERSUM,NSE,STK,143.5
DES,MRPL,NSE,STK,63.45
DES,MUTHOOTFI,NSE,STK,370.5
DES,NATIONALU,NSE,STK,57.15
DES,NBCC,NSE,STK,51.75
DES,NCC,NSE,STK,65.7
DES,NESTLEIND,NSE,STK,6544.3
DES,NHPC,NSE,STK,22.5
DES,NIFTY50,NSE,IND,10526.75
DES,NIITTECH,NSE,STK,475.35
DES,NMDC,NSE,STK,93.95
DES,NTPC,NSE,STK,142.25
DES,OIL,NSE,STK,173.075
DES,ONGC,NSE,STK,140.6
DES,ORIENTBAN,NSE,STK,60.05
DES,PCJEWELLE,NSE,STK,48.4
DES,PEL,NSE,STK,1865.3
DES,PETRONET,NSE,STK,202.45
DES,PFC,NSE,STK,68.25
DES,PIDILITIN,NSE,STK,758.55
DES,PNB,NSE,STK,59.7
DES,POWERGRID,NSE,STK,175.65
DES,PTC,NSE,STK,66.7
DES,PVR,NSE,STK,1101.55
DES,RAMCOCEM,NSE,STK,561.3
DES,RAYMOND,NSE,STK,600.45
DES,RBLBANK,NSE,STK,453.7
DES,RCOM,NSE,STK,10.0
DES,RECLTD,NSE,STK,91.05
DES,RELCAPITA,NSE,STK,224.2
DES,RELIANCE,NSE,STK,656.4
DES,RELINFRA,NSE,STK,286.7
DES,REPCOHOME,NSE,STK,314.05
DES,RPOWER,NSE,STK,24.4
DES,SAIL,NSE,STK,53.2
DES,SBIN,NSE,STK,233.2
DES,SIEMENS,NSE,STK,860.3
DES,SOUTHBANK,NSE,STK,12.6
DES,SREINFRA,NSE,STK,27.6
DES,SRF,NSE,STK,1435.45
DES,SRTRANSFI,NSE,STK,933.75
DES,STAR,NSE,STK,341.0
DES,SUNPHARMA,NSE,STK,443.75
DES,SUNTV,NSE,STK,596.6
DES,SUZLON,NSE,STK,5.1
DES,SYNDIBANK,NSE,STK,29.8
DES,TATACHEM,NSE,STK,575.35
DES,TATACOMM,NSE,STK,446.45
