DES,OEX,IND,SMART/ARCA
DES,XEO,IND,SMART/ARCA
DES,DJX,IND,SMART/ARCA
DES,AMJ,STK,SMART/ARCA
DES,ASHR,STK,SMART/ARCA
DES,DIA,STK,SMART/ARCA
DES,DUST,STK,SMART/ARCA
DES,DXJ,STK,SMART/ARCA
DES,EEM,STK,SMART/ARCA
DES,EFA,STK,SMART/ARCA
DES,EPI,STK,SMART/ARCA
DES,ERX,STK,SMART/ARCA
DES,EWG,STK,SMART/ARCA
DES,EWI,STK,SMART/ARCA
DES,EWJ,STK,SMART/ARCA
DES,EWU,STK,SMART/ARCA
DES,EWW,STK,SMART/ARCA
DES,EWY,STK,SMART/ARCA
DES,EWZ,STK,SMART/ARCA
DES,FAS,STK,SMART/ARCA
DES,FAZ,STK,SMART/ARCA
DES,FEZ,STK,SMART/ARCA
DES,FTK,STK,SMART/ARCA
DES,FXE,STK,SMART/ARCA
DES,FXI,STK,SMART/ARCA
DES,FXY,STK,SMART/ARCA
DES,GDX,STK,SMART/ARCA
DES,GDXJ,STK,SMART/ARCA
DES,GLD,STK,SMART/ARCA
DES,GREK,STK,SMART/ARCA
DES,HEDJ,STK,SMART/ARCA
DES,HYG,STK,SMART/ARCA
DES,IAU,STK,SMART/ARCA
DES,IBB,STK,SMART/ARCA
DES,IEF,STK,SMART/ARCA
DES,ITB,STK,SMART/ARCA
DES,IWM,STK,SMART/ARCA
DES,IYR,STK,SMART/ARCA
DES,JDST,STK,SMART/ARCA
DES,JNUG,STK,SMART/ARCA
DES,KRE,STK,SMART/ARCA
DES,LABD,STK,SMART/ARCA
DES,LABU,STK,SMART/ARCA
DES,MDY,STK,SMART/ARCA
DES,NUGT,STK,SMART/ARCA
DES,OIH,STK,SMART/ARCA
DES,QQQ,STK,SMART/ARCA
DES,RSX,STK,SMART/ARCA
DES,SCO,STK,SMART/ARCA
DES,SDS,STK,SMART/ARCA
DES,SHY,STK,SMART/ARCA
DES,SLV,STK,SMART/ARCA
DES,SMH,STK,SMART/ARCA
DES,SPY,STK,SMART/ARCA
DES,SSO,STK,SMART/ARCA
DES,SVXY,STK,SMART/ARCA
DES,TBT,STK,SMART/ARCA
DES,TLT,STK,SMART/ARCA
DES,TNA,STK,SMART/ARCA
DES,TQQQ,STK,SMART/ARCA
DES,TZA,STK,SMART/ARCA
DES,UCO,STK,SMART/ARCA
DES,UNG,STK,SMART/ARCA
DES,UPRO,STK,SMART/ARCA
DES,USO,STK,SMART/ARCA
DES,UUP,STK,SMART/ARCA
DES,UVXY,STK,SMART/ARCA
DES,VIXM,STK,SMART/ARCA
DES,VIXY,STK,SMART/ARCA
DES,VWO,STK,SMART/ARCA
DES,VXX,STK,SMART/ARCA
DES,VXXB,STK,SMART/ARCA
DES,XBI,STK,SMART/ARCA
DES,XHB,STK,SMART/ARCA
DES,XLB,STK,SMART/ARCA
DES,XLE,STK,SMART/ARCA
DES,XLF,STK,SMART/ARCA
DES,XLI,STK,SMART/ARCA
